id_localidad,nombre,id_departamento
892,LA DELIA,6063
893,NAPALEOFU,6063
894,VILLA LAGUNA LA BRAVA,6063
895,SAN ALBERTO,6063
896,EL VIGILANTE,6063
897,EL CERRO,6063
898,EL VERANO,6063
899,LA ADELA,6063
900,PUERTA DEL ABRA,6063
901,DEAN FUNES,14049
902,VILLA DEL PRADO,14147
903,CAVANAGH,14063
904,GASTONA,90021
905,FINCA LEON CORNET,90021
906,GASTONILLA,90021
907,LA HIGUERA,90021
908,LAS FALDAS,90021
909,FINCA LA FALDA,90021
910,ARCADIA,90021
911,CAVIA CUE,18140
912,COSTA CHICA,18140
